priority,plan_id,facility_id,region,prefecture,facility,facility_source,facility_normalized,category,treatment,treatment_class,status,match_score,document_url,amount,tax,unit,products,makers,score,page,excerpt,qc_reason,error
B,P00443,F0021,近畿,兵庫県,「夢」整形外科スポーツクリニック,「夢」整形外科スポーツクリニック,「夢」整形外科スポーツクリニック,第三種,四肢の筋・腱・靱帯及びその付着部の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2601010/5/0,25000,税込,1 回,,,9,,"由診療です。そのため、患者様の費用負担が 他の治療よりも高額になることがあります。当院において実施される本治療および本治 療に必要な検査などの費用は全額自己負担となります。 PRP 治療の提供価格(京セラCondensia システム使用) 一般:1 回35,000 円(税込) 学生:1 回25,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治療後 の状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療内容・回数により1回あたりの費用が減額される場合がございます。施術する 前に詳細な説明をいたしますので、ご納得いただいた上で施術いただきますようお 願い申し上げます。",,
B,P00443,F0021,近畿,兵庫県,「夢」整形外科スポーツクリニック,「夢」整形外科スポーツクリニック,「夢」整形外科スポーツクリニック,第三種,四肢の筋・腱・靱帯及びその付着部の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2601010/5/0,35000,税込,1 回,,,9,,"この治療は、健康保険が適用されない自由診療です。そのため、患者様の費用負担が 他の治療よりも高額になることがあります。当院において実施される本治療および本治 療に必要な検査などの費用は全額自己負担となります。 PRP 治療の提供価格(京セラCondensia システム使用) 一般:1 回35,000 円(税込) 学生:1 回25,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治療後 の状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療内容・回数により1回あたりの費用が減額される場合がございます。施術する 前に詳細な説明をいたしますので、ご納得いただいた上で施術い",,
B,P00443,F0021,近畿,兵庫県,「夢」整形外科スポーツクリニック,「夢」整形外科スポーツクリニック,「夢」整形外科スポーツクリニック,第三種,四肢の筋・腱・靱帯及びその付着部の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2601010/5/0,15000,不明,,,,-8,,"受けた後に同意されない場合でも、一切不利益を受けることはありません。 また同様に、治療を受けることに同意した場合であっても、投与までの間でしたらい つでも取りやめることができます。その場合、その後の治療について一切不利益は受け ません。(ただし下記のキャンセル料は申し受けます) 採血後~加工前 15,000 円 加工後~投与前 全額 もしこの治療を受けることに同意しない場合も、最適と考えられる治療を実施できる ように患者様の治療に最善を尽くします。 ただし、治療を行った後は、健康管理のために必要に応じて適切な検査を受けていた だき、医学的に問題がないかを確認させていただきます。 11. 試料等の保管及び廃棄の方法について",,
B,P00444,F0015,近畿,兵庫県,あまのペインクリニック,あまのペインクリニック,あまのペインクリニック,第三種,自己多血小板血漿（PRP）を用いた筋・腱・靭帯等の軟部組織治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2110005/5/0,30000,税込,,,,4,1,"る場合があります。 □ 治療費は スモールスピッツ:約10mlの場合 1 本あたり 30,000 円 (税込み価格) ラージスピッツ :約 20mlの場合 1 本あたり 50,000 円",price candidates remain ambiguous,
B,P00444,F0015,近畿,兵庫県,あまのペインクリニック,あまのペインクリニック,あまのペインクリニック,第三種,自己多血小板血漿（PRP）を用いた筋・腱・靭帯等の軟部組織治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2110005/5/0,50000,税込,,,,4,1,"スモールスピッツ:約10mlの場合 1 本あたり 30,000 円 (税込み価格) ラージスピッツ :約 20mlの場合 1 本あたり 50,000 円 (税込み価格) です。 □ 細胞提供者と受領者(施術対象者)は同一人のため、細胞提供者",price candidates remain ambiguous,
B,P00445,F0016,近畿,兵庫県,かいと整形外科リハビリクリニック,かいと整形外科リハビリクリニック,かいと整形外科リハビリクリニック,第三種,四肢の筋・腱・靱帯及びその付着部の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2604002/5/0,33000,税込,1 回,,,9,,"されない自由診療です。そのため、患者様の費用負担が 他の治療よりも高額になることがあります。当院において実施される本治療および本治 療に必要な検査などの費用は全額自己負担となります。 血液分離専用容器キットによる提供価格 PRP:(京セラCondensia システム)使用 ・・・・・1 回33,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治療後 の状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療内容・回数により1回あたりの費用が減額される場合がございます。施術する 前に詳細な説明をいたしますので、ご納得いただいた上で施術いただきますようお 願い申し上げます。",,
B,P00446,F0017,近畿,兵庫県,かみはらペインクリニック,かみはらペインクリニック,かみはらペインクリニック,第三種,自己多血小板血漿（PRP）を用いた筋・腱・靭帯の損傷及び慢性炎症に対する治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2412007/5/0,44000,税込,1部位,,,13,5,"完全には否定できない ≪治療費用≫ □治療費は、1部位 44,000円(税込)です。患部の状態を 確認した医師の判断、およびそれに応じたPRPの投与量等により 変更となる場合があります。",line-level strong price context,
B,P00447,F0134,近畿,奈良県,グランソール奈良,グランソール奈良,グランソール奈良,第二種,変形性関節症など運動器変性疾患およびスポーツ傷害に対する自己脂肪組織由来幹細胞治療,脂肪由来幹細胞,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2407012/5/0,,,,,,,,,no price found after text/OCR pass,RuntimeError: Tesseract process timeout
B,P00448,F0135,近畿,奈良県,一般財団法人 沢井病院,一般財団法人 沢井病院,一般財団法人 沢井病院,第二種,多血小板血漿（PRP）の投与による変形性関節症治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2412016/5/0,100000,税込,1 回,APS,Zimmer Biomet,8,,"療にかかる費用について この治療は公的保険の対象ではありませんので、当院の所定の施術料をお支払いいただきま す。 ・濃縮PRP を用いた治療(APS キット使用)における施術料 300,000 円(税込) ・PRP を用いた治療(Condensia システム使用)における施術料 100,000 円(税込) ご不明な点は医師・スタッフにお尋ねください。なお1 回の施術あたりの費用は、患部の状 態を確認した医師の判断、PRP の遠心回数等により変更となる場合がございます。 12. その他治療についての注意事項 患者様の体調が良くない場合や、採取した血液の状態によっては、P",,
B,P00448,F0135,近畿,奈良県,一般財団法人 沢井病院,一般財団法人 沢井病院,一般財団法人 沢井病院,第二種,多血小板血漿（PRP）の投与による変形性関節症治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2412016/5/0,300000,税込,1 回,APS,Zimmer Biomet,8,,"品質管理された安全性の高いもの だが、アレルギー反応などの可能性 を完全には否定できない 11. 治療にかかる費用について この治療は公的保険の対象ではありませんので、当院の所定の施術料をお支払いいただきま す。 ・濃縮PRP を用いた治療(APS キット使用)における施術料 300,000 円(税込) ・PRP を用いた治療(Condensia システム使用)における施術料 100,000 円(税込) ご不明な点は医師・スタッフにお尋ねください。なお1 回の施術あたりの費用は、患部の状 態を確認した医師の判断、PRP の遠心回数等により変更となる場合がございます。 12. その他治療についての注意事項",,
B,P00449,F0137,近畿,奈良県,医療法人新生会 総合病院 高の原中央病院,医療法人新生会 総合病院 高の原中央病院,医療法人新生会 総合病院 高の原中央病院,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510030/5/0,66000,税込,,ACP MAX|ACP,Arthrex,6,9,"費用(税込) ACP-PRP 66,000円 ACP MAX 220,000円",price candidates remain ambiguous,
B,P00449,F0137,近畿,奈良県,医療法人新生会 総合病院 高の原中央病院,医療法人新生会 総合病院 高の原中央病院,医療法人新生会 総合病院 高の原中央病院,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510030/5/0,330000,不明,,APS|GPS,Zimmer Biomet,5,9,"220,000円 GPSIII・APS 330,000円 ※上記費用は、PRPキット1本使用時の費用として算定しております。 ※複数本数を使用する場合には、使用したPRPキット本数分の費用がかかります。",price candidates remain ambiguous,
B,P00449,F0137,近畿,奈良県,医療法人新生会 総合病院 高の原中央病院,医療法人新生会 総合病院 高の原中央病院,医療法人新生会 総合病院 高の原中央病院,第二種,自家多血小板血漿（PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,0.9838,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510030/5/0,220000,不明,,ACP MAX|ACP|APS|GPS,Arthrex|Zimmer Biomet,2,9,"66,000円 ACP MAX 220,000円 GPSIII・APS 330,000円",price candidates remain ambiguous,
